Entry	Entry Name	Protein names	EC number
A0A8B6S125	A0A8B6S125_9GAMM	"Benzoate 1,2-dioxygenase large subunit (EC 1.14.12.10)"	1.14.12.10
A0A8B6UX23	A0A8B6UX23_9PSED	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8B6X1I8	A0A8B6X1I8_9BURK	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8B6X453	A0A8B6X453_9BURK	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8B6X7R5	A0A8B6X7R5_9BURK	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8B6X9A6	A0A8B6X9A6_9BURK	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8D3X470	A0A8D3X470_PRIMW	"Ring-hydroxylating dioxygenase, large terminal subunit"	
A0A8D3YWV6	A0A8D3YWV6_9SPHN	(2Fe-2S)-binding protein	
A0A8D3YZM5	A0A8D3YZM5_9SPHN	(2Fe-2S)-binding protein	
A0A8D3Z004	A0A8D3Z004_9SPHN	(2Fe-2S)-binding protein	
A0A8D3Z232	A0A8D3Z232_9SPHN	Rieske domain-containing protein	
A0A8D4C7R7	A0A8D4C7R7_9GAMM	"Naphthalene 1,2-dioxygenase"	
A0A8D4CI28	A0A8D4CI28_9SPHN	(2Fe-2S)-binding protein	
A0A8D4CPG7	A0A8D4CPG7_9SPHN	(2Fe-2S)-binding protein	
A0A8D5JLH1	A0A8D5JLH1_9PROT	(2Fe-2S)-binding protein	
A0A8D9KC79	A0A8D9KC79_BURPE	Rieske family iron-sulfur cluster-binding protein (EC 1.14.12.1)	1.14.12.1
A0A8D9NQN3	A0A8D9NQN3_BURPE	"Aromatic-ring-hydroxylating dioxygenase, alpha subunit (EC 1.14.12.1)"	1.14.12.1
A0A8D9S1G5	A0A8D9S1G5_BURPB	"Benzoate 1,2 dioxygenase, alpha subunit (EC 1.14.12.10)"	1.14.12.10
A0A8D9SCP5	A0A8D9SCP5_BURPB	"Iron-sulfur cluster-binding protein, Rieske family"	
A0A8D9VT89	A0A8D9VT89_BURPB	"Iron-sulfur cluster-binding protein, Rieske family"	
A0A8D9VWA2	A0A8D9VWA2_BURPB	"Aromatic-ring-hydroxylating dioxygenase, alpha subunit"	
A0A8D9VXT9	A0A8D9VXT9_BURPB	"Iron-sulfur cluster-binding protein, Rieske family"	
A0A8E0G6T9	A0A8E0G6T9_BURTH	"Iron-sulfur cluster-binding protein, rieske family (EC 1.14.15.7)"	1.14.15.7
A0A8E0G767	A0A8E0G767_BURTH	"Aromatic-ring-hydroxylating dioxygenase, alpha subunit"	
A0A8E0GBK6	A0A8E0GBK6_BURTH	"Iron-sulfur cluster-binding protein, Rieske family"	
A0A8E0L3S7	A0A8E0L3S7_BURTH	"Iron-sulfur cluster-binding protein, rieske family/putative carboxynorspermidine decarboxylase"	
A0A8E0L5I0	A0A8E0L5I0_BURTH	"Benzoate 1,2-dioxygenase, alpha subunit (EC 1.14.12.10)"	1.14.12.10
A0A8E0N8J7	A0A8E0N8J7_9CAUL	Putative dioxygenase hydroxylase component	
A0A8E0R9F5	A0A8E0R9F5_9PROT	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8E0WNJ9	A0A8E0WNJ9_9SPHN	Dioxygenase	
A0A8E0WQK3	A0A8E0WQK3_9SPHN	Dioxygenase	
A0A8E0WU86	A0A8E0WU86_9SPHN	2Fe-2S ferredoxin	
A0A8E1C187	A0A8E1C187_9SPHN	Dioxygenase	
A0A8E1C4A8	A0A8E1C4A8_9SPHN	Aromatic-ring-hydroxylating dioxygenase alpha subunit C-terminal domain-containing protein	
A0A8E1S7Q3	A0A8E1S7Q3_BURCE	Rieske domain-containing protein	
A0A8E1SGH0	A0A8E1SGH0_BURCE	"Benzoate 1,2-dioxygenase large subunit"	
A0A8E1VGW1	A0A8E1VGW1_BURCE	Rieske (2Fe-2S) protein	
A0A8E1VU57	A0A8E1VU57_9PSEU	Rieske 2Fe-2S domain-containing protein	
A0A8E1VWA5	A0A8E1VWA5_9PSEU	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8E1VYB2	A0A8E1VYB2_9PSEU	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8E1W4Q4	A0A8E1W4Q4_9PSEU	Rieske 2Fe-2S domain-containing protein	
A0A8E1W6T8	A0A8E1W6T8_9PSEU	Rieske 2Fe-2S domain-containing protein	
A0A8E1WBG5	A0A8E1WBG5_9HYPH	Phenylpropionate dioxygenase-like ring-hydroxylating dioxygenase large terminal subunit	
A0A8E1WF04	A0A8E1WF04_9HYPH	Rieske 2Fe-2S family protein	
A0A8E1X8T5	A0A8E1X8T5_RHIML	Rieske 2Fe-2S domain-containing protein	
A0A8E1XSP2	A0A8E1XSP2_9ACTN	Rieske 2Fe-2S domain-containing protein	
A0A8E1ZGD1	A0A8E1ZGD1_KLEPN	Rieske 2Fe-2S domain-containing protein	
A0A8E2B6J1	A0A8E2B6J1_9PSEU	Rieske 2Fe-2S domain-containing protein	
A0A8E2B8C5	A0A8E2B8C5_9PSEU	"Benzoate 1,2-dioxygenase large subunit (EC 1.14.12.10)"	1.14.12.10
A0A8E2BAC9	A0A8E2BAC9_9PSEU	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8E2BAK1	A0A8E2BAK1_9HYPH	Phenylpropionate dioxygenase-like ring-hydroxylating dioxygenase large terminal subunit	
A0A8E2BDV6	A0A8E2BDV6_9HYPH	Rieske 2Fe-2S family protein	
A0A8E2D160	A0A8E2D160_9GAMM	"Benzoate 1,2-dioxygenase large subunit (EC 1.14.12.10)"	1.14.12.10
A0A8E2D395	A0A8E2D395_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8E2H5S6	A0A8E2H5S6_9SPHN	(2Fe-2S)-binding protein	
A0A8E2H6S5	A0A8E2H6S5_9SPHN	"Benzoate 1,2-dioxygenase large subunit"	
A0A8E2H725	A0A8E2H725_9SPHN	(2Fe-2S)-binding protein	
A0A8E2H7T9	A0A8E2H7T9_9SPHN	(2Fe-2S)-binding protein	
A0A8E2HDJ0	A0A8E2HDJ0_9BURK	"Benzoate 1,2-dioxygenase large subunit"	
A0A8E2HHI2	A0A8E2HHI2_9BURK	Salicylate hydroxylase	
A0A8E2HMM7	A0A8E2HMM7_9BURK	Rieske (2Fe-2S) protein	
A0A8E2INF7	A0A8E2INF7_9MYCO	(2Fe-2S)-binding protein	
A0A8E2IQI9	A0A8E2IQI9_9MYCO	(2Fe-2S)-binding protein	
A0A8E2ITD2	A0A8E2ITD2_9MYCO	(2Fe-2S)-binding protein	
A0A8E2KWS1	A0A8E2KWS1_9SPHN	3-phenylpropionate dioxygenase	
A0A8E2KYV8	A0A8E2KYV8_9SPHN	Ribosomal subunit interface protein	
A0A8E2LHB9	A0A8E2LHB9_9RHOB	Rieske (2Fe-2S) protein	
A0A8E2LPU0	A0A8E2LPU0_9MYCO	Aromatic-ring-hydroxylating dioxygenase subunit alpha	
A0A8E2MRE9	A0A8E2MRE9_9BURK	Rieske (2Fe-2S) protein	
A0A8E2MRQ6	A0A8E2MRQ6_9BURK	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8E2MSB3	A0A8E2MSB3_9BURK	Rieske (2Fe-2S) protein	
A0A8E2MTU9	A0A8E2MTU9_9BURK	Salicylate hydroxylase	
A0A8E2MV28	A0A8E2MV28_9BURK	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8E2MYS8	A0A8E2MYS8_9BURK	Rieske (2Fe-2S) protein	
A0A8E2MZ96	A0A8E2MZ96_9BURK	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8E2N003	A0A8E2N003_9BURK	Rieske (2Fe-2S) protein	
A0A8E2N210	A0A8E2N210_9BURK	Salicylate hydroxylase	
A0A8E2N2I1	A0A8E2N2I1_9BURK	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8E2QJ30	A0A8E2QJ30_STUST	"Benzoate 1,2-dioxygenase large subunit"	
A0A8E2RJ78	A0A8E2RJ78_9XANT	Ribosomal subunit interface protein	
A0A8E2RQ23	A0A8E2RQ23_9BURK	(Fe-S)-binding protein	
A0A8E2RQU0	A0A8E2RQU0_9BURK	"Benzoate 1,2-dioxygenase large subunit"	
A0A8E2RS10	A0A8E2RS10_9BURK	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8E2SB97	A0A8E2SB97_9RHOB	"Benzoate 1,2-dioxygenase large subunit"	
A0A8E2SNS4	A0A8E2SNS4_9BURK	"Benzoate 1,2-dioxygenase large subunit"	
A0A8E2SQ97	A0A8E2SQ97_9BURK	"Benzoate 1,2-dioxygenase large subunit"	
A0A8E2UVI6	A0A8E2UVI6_9BURK	Rieske (2Fe-2S) protein	
A0A8E2UVQ4	A0A8E2UVQ4_9BURK	(Fe-S)-binding protein	
A0A8E2WCC4	A0A8E2WCC4_RHILI	Rieske 2Fe-2S family protein	
A0A8E2WG36	A0A8E2WG36_RHILI	Phenylpropionate dioxygenase-like ring-hydroxylating dioxygenase large terminal subunit	
A0A8E3AUM7	A0A8E3AUM7_ACIAI	Salicylate 5-hydroxylase large subunit	
A0A8E3B472	A0A8E3B472_RHILI	Rieske 2Fe-2S family protein	
A0A8E3B5R4	A0A8E3B5R4_RHILI	Rieske 2Fe-2S family protein	
A0A8E3PUL6	A0A8E3PUL6_9NOCA	"Benzoate 1,2-dioxygenase large subunit (EC 1.14.12.10)"	1.14.12.10
A0A8E3PYG3	A0A8E3PYG3_STRCX	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8E3Q8A8	A0A8E3Q8A8_STRCX	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8E3QI59	A0A8E3QI59_STRCX	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8E3XB80	A0A8E3XB80_9GAMM	"Benzoate 1,2-dioxygenase large subunit (EC 1.14.12.10)"	1.14.12.10
A0A8E4FAF8	A0A8E4FAF8_9GAMM	"Benzoate 1,2-dioxygenase large subunit (EC 1.14.12.10)"	1.14.12.10
A0A8E4G6L8	A0A8E4G6L8_9XANT	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8E4KQK6	A0A8E4KQK6_9MYCO	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8E4KUT4	A0A8E4KUT4_9MYCO	Rieske 2Fe-2S domain-containing protein	
A0A8E4P963	A0A8E4P963_9MYCO	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8E4PBI4	A0A8E4PBI4_9MYCO	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8E4PC08	A0A8E4PC08_9MYCO	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8E4PD14	A0A8E4PD14_9MYCO	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8E6B8R3	A0A8E6B8R3_9BACT	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8F3IJB6	A0A8F3IJB6_9PROT	"Aromatic ring-hydroxylating dioxygenase subunit alpha (Benzene 1,2-dioxygenase subunit alpha (EC 1.14.12.3))"	1.14.12.3
A0A8F4GIY8	A0A8F4GIY8_9ENTR	"Benzoate 1,2-dioxygenase alpha subunit (EC 1.14.12.10)"	1.14.12.10
A0A8F5BC88	A0A8F5BC88_9ACTN	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8F5BP56	A0A8F5BP56_SACSH	Rieske domain-containing protein	
A0A8F5BP85	A0A8F5BP85_SACSH	Rieske domain-containing protein	
A0A8F5BP91	A0A8F5BP91_SACSH	Rieske domain-containing protein	
A0A8F5C1E1	A0A8F5C1E1_SACSH	Rieske domain-containing protein	
A0A8F5C1W3	A0A8F5C1W3_SACSH	Rieske domain-containing protein	
A0A8F5F230	A0A8F5F230_9BURK	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8F5GKN6	A0A8F5GKN6_9ACTN	Rieske 2Fe-2S domain-containing protein	
A0A8F5GQP2	A0A8F5GQP2_9ACTN	Rieske 2Fe-2S domain-containing protein	
A0A8F5H0B9	A0A8F5H0B9_SACSH	Rieske domain-containing protein	
A0A8F5VS38	A0A8F5VS38_9MYCO	Pyrene dioxygenase alpha subunit	
A0A8F6YBZ7	A0A8F6YBZ7_9RHOB	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8G0ZTL4	A0A8G0ZTL4_9RHOB	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8G0ZZT3	A0A8G0ZZT3_9RHOB	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8G1ECL9	A0A8G1ECL9_9RHOB	Rieske 2Fe-2S domain-containing protein	
A0A8G1EFB9	A0A8G1EFB9_9RHOB	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8G1TR44	A0A8G1TR44_9BURK	Ribosomal subunit interface protein	
A0A8G1TSU9	A0A8G1TSU9_9BURK	3-phenylpropionate dioxygenase	
A0A8G1TVY3	A0A8G1TVY3_9BURK	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8G1TVZ0	A0A8G1TVZ0_9BURK	"Biphenyl 2,3-dioxygenase"	
A0A8G1TZ60	A0A8G1TZ60_9BURK	Salicylate hydroxylase	
A0A8G1X5D7	A0A8G1X5D7_9BURK	Oxidoreductase	
A0A8G1YZD1	A0A8G1YZD1_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8G1ZD22	A0A8G1ZD22_9SPHN	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8G1ZDZ9	A0A8G1ZDZ9_9SPHN	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8G1ZE42	A0A8G1ZE42_9SPHN	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8G1ZGW8	A0A8G1ZGW8_9SPHN	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8G1ZRB2	A0A8G1ZRB2_9ACTN	(2Fe-2S)-binding protein	
A0A8G2A0B0	A0A8G2A0B0_RAOPL	"2-chlorobenzoate 1,2-dioxygenase, alpha subunit (EC 1.14.12.13)"	1.14.12.13
A0A8G2BMQ3	A0A8G2BMQ3_9PROT	Rieske 2Fe-2S family protein	
A0A8G2CKP1	A0A8G2CKP1_ACIRU	Rieske 2Fe-2S family protein	
A0A8G2CKS7	A0A8G2CKS7_ACIRU	Rieske 2Fe-2S family protein	
A0A8G2D0Y8	A0A8G2D0Y8_KLEPN	"Benzoate 1,2-dioxygenase large subunit"	
A0A8G2DPF7	A0A8G2DPF7_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8G2DXF9	A0A8G2DXF9_9SPHN	"Benzoate 1,2-dioxygenase large subunit"	
A0A8G2IVE6	A0A8G2IVE6_RHILV	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8G2IYQ9	A0A8G2IYQ9_RHILV	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8G2J6G3	A0A8G2J6G3_9GAMM	"Benzoate 1,2-dioxygenase large subunit (EC 1.14.12.10)"	1.14.12.10
A0A8G2MVP3	A0A8G2MVP3_9RHOB	Rieske 2Fe-2S family protein	
A0A8H1LHP0	A0A8H1LHP0_9ACTN	Rieske domain-containing protein	
A0A8H1LHX2	A0A8H1LHX2_9ACTN	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8H2J8L0	A0A8H2J8L0_9MYCO	(2Fe-2S)-binding protein (Rieske 2Fe-2S domain-containing protein)	
A0A8H2JDL1	A0A8H2JDL1_9MYCO	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8H2JDM5	A0A8H2JDM5_9MYCO	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8H2JEH1	A0A8H2JEH1_9MYCO	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8H2JF68	A0A8H2JF68_9MYCO	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8H2JGB2	A0A8H2JGB2_9MYCO	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8H2K0U7	A0A8H2K0U7_ACIRA	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8H2K186	A0A8H2K186_ACIRA	"Anthranilate 1,2-dioxygenase large subunit (EC 1.14.12.1)"	1.14.12.1
A0A8H2K351	A0A8H2K351_ACIRA	"Benzoate 1,2-dioxygenase large subunit (EC 1.14.12.10)"	1.14.12.10
A0A8H2K578	A0A8H2K578_9MICO	3-phenylpropionate/trans-cinnamate dioxygenase alpha subunit	
A0A8H2NMR1	A0A8H2NMR1_PSEFL	"2-aminobenzenesulfonate 2,3-dioxygenase subunit alpha (EC 1.14.12.14)"	1.14.12.14
A0A8H2NW42	A0A8H2NW42_PSEFL	"Anthranilate 1,2-dioxygenase large subunit (EC 1.14.12.1)"	1.14.12.1
A0A8H2NXH5	A0A8H2NXH5_PSEFL	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A8H2P5I0	A0A8H2P5I0_PSEFL	"Anthranilate 1,2-dioxygenase large subunit (EC 1.14.12.1)"	1.14.12.1
A0A8H2P6M6	A0A8H2P6M6_PSEFL	"2-halobenzoate 1,2-dioxygenase large subunit (EC 1.14.12.13)"	1.14.12.13
A0A8H2PFE7	A0A8H2PFE7_9MYCO	Rieske 2Fe-2S domain-containing protein (Ring-hydroxylating oxygenase subunit alpha)	
A0A8H2PS35	A0A8H2PS35_ACIRA	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8H2RGB8	A0A8H2RGB8_PSEFL	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A8H2RIS6	A0A8H2RIS6_PSEFL	"p-cumate 2,3-dioxygenase system, large oxygenase component (EC 1.14.12.25)"	1.14.12.25
A0A8H2RTL3	A0A8H2RTL3_PSEFL	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A8H2RWJ3	A0A8H2RWJ3_PSEFL	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A8H2RZC4	A0A8H2RZC4_PSEFL	"2-halobenzoate 1,2-dioxygenase large subunit (EC 1.14.12.13)"	1.14.12.13
A0A8H3GTU4	A0A8H3GTU4_9AGAM	Aromatic-ring-hydroxylating dioxygenase alpha subunit C-terminal domain-containing protein	
A0A8H4U364	A0A8H4U364_9HYPO	Aromatic-ring-hydroxylating dioxygenase alpha subunit C-terminal domain-containing protein	
A0A8H4ZUR6	A0A8H4ZUR6_9HYPO	Aromatic-ring-hydroxylating dioxygenase alpha subunit C-terminal domain-containing protein	
A0A8H5JP24	A0A8H5JP24_9HYPO	C6 zinc finger domain-containing protein	
A0A8H5KGF6	A0A8H5KGF6_9HYPO	C6 zinc finger domain-containing protein	
A0A8H5NE32	A0A8H5NE32_9HYPO	C6 zinc finger domain-containing protein	
A0A8H5PST4	A0A8H5PST4_9HYPO	C6 zinc finger domain-containing protein	
A0A8H5S3B5	A0A8H5S3B5_9HYPO	C6 zinc finger domain protein	
A0A8H5SLN1	A0A8H5SLN1_9HYPO	Oxidoreductase	
A0A8H5UYI2	A0A8H5UYI2_GIBSU	C6 zinc finger domain protein	
A0A8H5VZ47	A0A8H5VZ47_9HYPO	C6 zinc finger domain protein	
A0A8H5X1B4	A0A8H5X1B4_FUSCI	C6 zinc finger domain-containing protein	
A0A8H5ZVE5	A0A8H5ZVE5_ASPBU	Aromatic-ring-hydroxylating dioxygenase alpha subunit C-terminal domain-containing protein	
A0A8H8WZV1	A0A8H8WZV1_9HYPH	"Benzoate 1,2-dioxygenase large subunit"	
A0A8H8XJ81	A0A8H8XJ81_9PSED	"Toluate 1,2-dioxygenase subunit alpha (EC 1.14.12.-)"	1.14.12.-
A0A8H8XKD2	A0A8H8XKD2_9PSED	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8H9C3C0	A0A8H9C3C0_9HYPH	(2Fe-2S)-binding protein	
A0A8H9I2J8	A0A8H9I2J8_9GAMM	(2Fe-2S)-binding protein	
A0A8H9I3N7	A0A8H9I3N7_9GAMM	3-phenylpropionate dioxygenase	
A0A8H9IJN8	A0A8H9IJN8_9BURK	Oxidoreductase	
A0A8H9IKI6	A0A8H9IKI6_9BURK	(2Fe-2S) ferredoxin	
A0A8H9IL29	A0A8H9IL29_9BURK	3-phenylpropionate dioxygenase	
A0A8H9IQX9	A0A8H9IQX9_9BURK	Oxidoreductase	
A0A8H9LDQ6	A0A8H9LDQ6_9ACTN	Ring-hydroxylating oxygenase subunit alpha	
A0A8H9LFB8	A0A8H9LFB8_9ACTN	(2Fe-2S) ferredoxin	
A0A8H9M0C0	A0A8H9M0C0_9GAMM	Protein GbcA	
A0A8H9M0T9	A0A8H9M0T9_9GAMM	3-phenylpropionate dioxygenase	
A0A8H9M7B2	A0A8H9M7B2_9BURK	"Biphenyl 2,3-dioxygenase"	
A0A8H9M9Y0	A0A8H9M9Y0_9BURK	Oxidoreductase	
A0A8H9NMW7	A0A8H9NMW7_KLUCR	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8H9P1X3	A0A8H9P1X3_9ENTR	Rieske 2Fe-2S domain-containing protein	
A0A8H9TGH5	A0A8H9TGH5_PSEAS	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8H9VGQ8	A0A8H9VGQ8_CITAM	"Benzoate 1,2-dioxygenase large subunit"	
A0A8H9WC35	A0A8H9WC35_9BACT	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8H9WD45	A0A8H9WD45_9BACT	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8H9WF07	A0A8H9WF07_9GAMM	"Benzoate 1,2-dioxygenase large subunit"	
A0A8H9WF16	A0A8H9WF16_9GAMM	Ring-hydroxylating oxygenase subunit alpha	
A0A8H9WFN3	A0A8H9WFN3_9GAMM	Rieske (2Fe-2S) protein	
A0A8H9WFR0	A0A8H9WFR0_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8H9WFS5	A0A8H9WFS5_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8H9WG42	A0A8H9WG42_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8H9WHX4	A0A8H9WHX4_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8H9WIG5	A0A8H9WIG5_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8H9WIM7	A0A8H9WIM7_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8H9WIU6	A0A8H9WIU6_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8H9WIX4	A0A8H9WIX4_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8H9WKJ9	A0A8H9WKJ9_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8H9WLD1	A0A8H9WLD1_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8H9WM94	A0A8H9WM94_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8H9WRP8	A0A8H9WRP8_UNCGE	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8H9WWC3	A0A8H9WWC3_9BACT	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8H9XH36	A0A8H9XH36_9CAUL	Rieske 2Fe-2S domain-containing protein	
A0A8H9YRQ7	A0A8H9YRQ7_9PSED	Glycine-betaine demethylase subunit GbcA	
A0A8H9ZA67	A0A8H9ZA67_9PSED	"Benzoate 1,2-dioxygenase large subunit (EC 1.14.12.10)"	1.14.12.10
A0A8I0ATR7	A0A8I0ATR7_RHISP	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8I0BQD0	A0A8I0BQD0_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8I0BRB0	A0A8I0BRB0_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8I0BSV7	A0A8I0BSV7_9GAMM	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8I0CYV4	A0A8I0CYV4_9PSED	"Anthranilate 1,2-dioxygenase large subunit (EC 1.14.12.1)"	1.14.12.1
A0A8I0D1J9	A0A8I0D1J9_9PSED	"Anthranilate 1,2-dioxygenase large subunit (EC 1.14.12.1)"	1.14.12.1
A0A8I0D331	A0A8I0D331_9PSED	Glycine-betaine demethylase subunit GbcA	
A0A8I0DXN9	A0A8I0DXN9_RHISP	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8I0ES27	A0A8I0ES27_9MYCO	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8I0GL64	A0A8I0GL64_9SPHN	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8I0GNV2	A0A8I0GNV2_9SPHN	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8I0GP97	A0A8I0GP97_9SPHN	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8I0GU08	A0A8I0GU08_9SPHN	Rieske 2Fe-2S domain-containing protein	
A0A8I0HMC6	A0A8I0HMC6_9CORY	"Benzoate 1,2-dioxygenase large subunit (EC 1.14.12.10)"	1.14.12.10
A0A8I0J115	A0A8I0J115_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8I0J8W2	A0A8I0J8W2_9HYPH	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8I0JK35	A0A8I0JK35_9BURK	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8I0JPA3	A0A8I0JPA3_9BURK	Rieske 2Fe-2S domain-containing protein	
A0A8I0KJ21	A0A8I0KJ21_9PROT	Rieske 2Fe-2S domain-containing protein	
A0A8I0KTR0	A0A8I0KTR0_9SPHN	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8I0KVL6	A0A8I0KVL6_9SPHN	Rieske 2Fe-2S domain-containing protein	
A0A8I0KXX6	A0A8I0KXX6_9GAMM	"Benzoate 1,2-dioxygenase large subunit (EC 1.14.12.10)"	1.14.12.10
A0A8I0L2P0	A0A8I0L2P0_9SPHN	Rieske 2Fe-2S domain-containing protein	
A0A8I0M1M8	A0A8I0M1M8_PSEFL	"Anthranilate 1,2-dioxygenase large subunit (EC 1.14.12.1)"	1.14.12.1
A0A8I0M646	A0A8I0M646_PSEFL	Glycine-betaine demethylase subunit GbcA	
A0A8I0M8Y0	A0A8I0M8Y0_9HYPH	Rieske 2Fe-2S domain-containing protein	
A0A8I0MET2	A0A8I0MET2_9BURK	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8I0PGK9	A0A8I0PGK9_9ACTN	Rieske 2Fe-2S family protein	
A0A8I0PGQ0	A0A8I0PGQ0_9ACTN	Nitrite reductase/ring-hydroxylating ferredoxin subunit	
A0A8I0PVN5	A0A8I0PVN5_LEPIR	Rieske 2Fe-2S domain-containing protein	
A0A8I0QMK0	A0A8I0QMK0_9PROT	Rieske 2Fe-2S domain-containing protein	
A0A8I0RDZ4	A0A8I0RDZ4_9ACTN	Aromatic ring-hydroxylating dioxygenase subunit alpha	
A0A8I0S3H2	A0A8I0S3H2_9GAMM	"Benzoate 1,2-dioxygenase large subunit (EC 1.14.12.10)"	1.14.12.10
A0A8I0SCK1	A0A8I0SCK1_PSEME	Rieske 2Fe-2S domain-containing protein	
A0A8I0SHD9	A0A8I0SHD9_PSEME	Glycine-betaine demethylase subunit GbcA	
A0A8I0SS41	A0A8I0SS41_PSEME	Aromatic ring-hydroxylating dioxygenase subunit alpha	
